Application ID,Contact ID,Application Status,Applicant Type,Organisation Name: Organisation Name,Job Title Clean,Seniority,Truncated Programme Name,Truncated Programme Run,Primary Category,Secondary Category,Programme Start Date,Programme End Date,Run_Month,Run_Month_Label,Gender,Age,Country Of Residence,Domain,Programme Cost
APID-073377,003IS000001nubh,Attended,EE Applicant,DBS BANK LTD.,relationship,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Audit/Accounting,2320.0
APID-073378,003IS000001nubi,Attended,EE Applicant,FIRST ABU DHABI BANK,working capital solutions product,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,United Arab Emirates,Education,2320.0
APID-073379,003IS000001nubj,Attended,EE Applicant,PIAS,financial advisor,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Audit/Accounting,2320.0
APID-073380,003IS000001nubk,Attended,EE Applicant,ABC BANKING CORPORATION,it consultant,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Mauritius,Others,2320.0
APID-073382,003IS000001nubm,Attended,EE Applicant,THE STANDARD CHARTERED BANK,surveillance excellence,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Engineering,2320.0
APID-073387,003IS000001nubq,Attended,EE Applicant,TOKIO MARINE LIFE INSURANCE SINGAPORE LTD,it,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Finance,2320.0
APID-073388,003IS000001nubr,Attended,EE Applicant,TOKIO MARINE LIFE INSURANCE SINGAPORE LTD,was it,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Finance,2320.0
APID-073389,003IS000001nubs,Attended,EE Applicant,TOKIO MARINE LIFE INSURANCE SINGAPORE LTD,cas it,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Finance,2320.0
APID-073391,003IS000001nubu,Attended,EE Applicant,HOMECREDIT INDIA FINANCE PVT LTD,products,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,India,Education,2320.0
APID-073392,003IS000001nubv,Attended,EE Applicant,WATCHDATA TECHNOLOGIES PTE LTD,sales,C-LEVEL,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Sales,2320.0
APID-073397,003IS000001nuc0,Attended,EE Applicant,OCBC BANK SINGAPORE,cloud engineer,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Finance,2320.0
APID-073399,003IS000001nuc2,Attended,EE Applicant,CHINA MERCHANT BANK SINGAPORE,internal audit,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Advisory/Client Relations,2320.0
APID-073400,003IS000001nuc3,Attended,EE Applicant,MANULIFE FINANCIAL ADVISER,sales,C-LEVEL,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Sales,2320.0
APID-073401,003IS000001nuc4,Attended,EE Applicant,SAGE,product,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Education,2320.0
APID-073402,003IS000001nuc5,Attended,EE Applicant,BANK OF SINGAPORE LIMITED,investment counsellor,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Others,2320.0
APID-073403,003IS000001nuc6,Attended,EE Applicant,MAYBANK SECURITIES PTE LTD,finance,SENIOR/LEAD,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Logistics/Supply Chain,2320.0
APID-073404,003IS000001nuc7,Attended,EE Applicant,WATCHDATA TECHNOLOGIES PTE LTD,sales,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Sales,2320.0
APID-073405,003IS000001nuc8,Attended,EE Applicant,KEYSIGHT,data scientist,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Analytics,2320.0
APID-073409,003IS000001nucB,Attended,EE Applicant,EVOLUTION LIVE EVENTS MANAGEMENT LLC,finance,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,United Arab Emirates,Logistics/Supply Chain,2320.0
APID-073410,003IS000001nucC,Attended,EE Applicant,HGY LOGISTICS,co,C-LEVEL,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,China,Engineering,2320.0
APID-073411,003IS000001nucD,Attended,EE Applicant,"HAORAN INTERNET TECHNOLOGIES CO., LTD",project,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,China,Finance,2320.0
APID-073413,003IS000001nucF,Attended,EE Applicant,RAK BANK,unit,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,United Arab Emirates,Finance,2320.0
APID-073414,003IS000001nucG,Attended,EE Applicant,MONEYTREE ASIA PACIFIC PTE LTD,content development,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Marketing,2320.0
APID-073415,003IS000001nucH,Attended,EE Applicant,NATIXIS,financial analyst,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Cambodia,Logistics/Supply Chain,2320.0
APID-073419,003IS000001nucL,Attended,EE Applicant,BUREAU OF THE TREASURY,treasury operations iv,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Philippines,Logistics/Supply Chain,2320.0
APID-073420,003IS000001nucM,Attended,EE Applicant,KASIKORNBANK,financial institution relationship,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Thailand,Audit/Accounting,2320.0
APID-073421,003IS000001nucN,Attended,EE Applicant,NCS PTE LTD,technical consultant,SENIOR/LEAD,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,India,Others,2320.0
APID-073422,003IS000001nucO,Attended,EE Applicant,VEL-OUANO REALTY CORPORATION,legal consultant,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Philippines,Others,2320.0
APID-073426,003IS000001nucS,Attended,EE Applicant,TRANSSNET GROUP,legal counsel,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,China,Others,2320.0
APID-073427,003IS000001nucT,Attended,EE Applicant,THE STANDARD CHARTERED BANK,information security riks south,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Finance,2320.0
APID-073428,003IS000001nucU,Attended,EE Applicant,ETORO,account,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Sales,2320.0
APID-073432,003IS000001nucW,Attended,EE Applicant,TEMASEK POLYTECHNIC,lecturer,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Strategy/Product,2320.0
APID-073433,003IS000001nucX,Attended,EE Applicant,HYPERGLADE,co,C-LEVEL,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Sri Lanka,Engineering,2320.0
APID-073434,003IS000001nucY,Attended,EE Applicant,WELLS FARGO,control,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Engineering,2320.0
APID-073435,003IS000001nucZ,Attended,EE Applicant,STANDARD CHARTERED,engineer,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Finance,2320.0
APID-073438,003IS000001nucc,Attended,EE Applicant,SECP,retired,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Pakistan,Others,2320.0
APID-073439,003IS000001nucd,Attended,EE Applicant,EMIRATES ISLAMIC,trade specialist,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,United Arab Emirates,Others,2320.0
APID-073440,003IS000001nuce,Attended,EE Applicant,UNKNOWN,financial advisor,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Audit/Accounting,2320.0
APID-073442,003IS000001nucg,Attended,EE Applicant,6ESTATES PTE LTD,sales,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Sales,2320.0
APID-073443,003IS000001nuch,Attended,EE Applicant,STANDARD CLUB MANAGEMENT ASIA PTE LIMITED,operations,C-LEVEL,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Operations/Admin,2320.0
APID-073444,003IS000001nuci,Attended,EE Applicant,PHILLIP SECURITIES PTE LTD,equity finance,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Others,2320.0
APID-073445,003IS000001nucj,Failed,EE Applicant,AMAZON WEB SERVICES SINGAPORE PTE LTD,sales government education,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Sales,2320.0
APID-073447,003IS000001nucl,Failed,EE Applicant,PT. FINNET INDONESIA,marketing management,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Indonesia,Marketing,2320.0
APID-073448,003IS000001nucm,Failed,EE Applicant,PT. FINNET INDONESIA,planning performance,DIRECTOR/VP,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Indonesia,Legal,2320.0
APID-073453,003IS000001nucr,Failed,EE Applicant,FEDERAL EXCHANGE,operations,MANAGER,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,United Arab Emirates,Operations/Admin,2320.0
APID-073454,003IS000001nucs,Failed,EE Applicant,DKSH MANAGEMENT PTE LTD,food beverage ingredients,C-LEVEL,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Singapore,Others,2320.0
APID-073455,003IS000001nuct,Failed,EE Applicant,CADT,management,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2022,Accounting & Finance,Non-AI,2022-03-31,2022-06-02,2022-03-01,Mar-2022,Unknown,,Cambodia,Engineering,2320.0
APID-075352,0036F00002e4Zvt,Attended,EE Applicant,SYNPULSE SINGAPORE PTE. LTD,synpulse pte ltd,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Others,2320.0
APID-075351,0036F000043ysn0,Attended,EE Applicant,BANK OF AMERICA,bank america,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Logistics/Supply Chain,2320.0
APID-075336,003IS000001o4Ij,Attended,EE Applicant,LADNEK LIMITED,ladnek limited,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Trinidad and Tobago,Finance,2320.0
APID-075337,003IS000001o4Ik,Attended,EE Applicant,MICRON TECHNOLOGY INC,micron technology,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Finance,2320.0
APID-075339,003IS000001o4Il,Attended,EE Applicant,KINGSWAY MEDICAL,kingsway medical,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Engineering,2320.0
APID-075340,003IS000001o4Im,Attended,EE Applicant,CITI BANK,citibank,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Hong Kong,Logistics/Supply Chain,2320.0
APID-075341,003IS000001o4In,Attended,EE Applicant,OWN,own company,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Myanmar,Engineering,2320.0
APID-075342,003IS000001o4Io,Attended,EE Applicant,ALTPAYNET,altpaynet,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Philippines,Engineering,2320.0
APID-075343,003IS000001o4Ip,Attended,EE Applicant,DUOTECH,duotech,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Finance,2320.0
APID-075344,003IS000001o4Iq,Attended,EE Applicant,META,meta,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Others,2320.0
APID-075345,003IS000001o4Ir,Attended,EE Applicant,PACIFIC REGIONAL BANK,bank,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Marshall Islands,Logistics/Supply Chain,2320.0
APID-075346,003IS000001o4Is,Attended,EE Applicant,BANK OF CHINA LIMITED,bank,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Logistics/Supply Chain,2320.0
APID-075347,003IS000001o4It,Attended,EE Applicant,BANQUE DE FRANCE,banque de france,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,France,Engineering,2320.0
APID-075348,003IS000001o4Iu,Attended,EE Applicant,VISA,visa,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,HR,2320.0
APID-075349,003IS000001o4Iv,Attended,EE Applicant,TAGIT PTE LTD,tagit pte ltd,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Finance,2320.0
APID-075350,003IS000001o4Iw,Attended,EE Applicant,MAHSA UNIVERSITY,mahsa university,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Malaysia,Finance,2320.0
APID-075353,003IS000001o4Ix,Attended,EE Applicant,VISA WORLDWIDE LTD,visa worldwide,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,HR,2320.0
APID-075355,003IS000001o4Iz,Attended,EE Applicant,MASHREQ BANK,mashreq bank,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,United Arab Emirates,Logistics/Supply Chain,2320.0
APID-075356,003IS000001o4J0,Attended,EE Applicant,CREDIT SUISSE,credit suisse,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Logistics/Supply Chain,2320.0
APID-075357,003IS000001o4J1,Attended,EE Applicant,CHAINTECS,chaintecs,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,HR,2320.0
APID-075358,003IS000001o4J2,Attended,EE Applicant,LEE & LEE,lee lee,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Engineering,2320.0
APID-075359,003IS000001o4J3,Attended,EE Applicant,NATIONAL UNIVERSITY OF SINGAPORE,national university,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Finance,2320.0
APID-075360,003IS000001o4J4,Attended,EE Applicant,CITI BANK,citibank,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,India,Logistics/Supply Chain,2320.0
APID-075361,003IS000001o4J5,Attended,EE Applicant,BANK,bank,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Logistics/Supply Chain,2320.0
APID-075362,003IS000001o4J6,Attended,EE Applicant,SELF-EMPLOYED,self employed,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Others,2320.0
APID-075363,003IS000001o4J7,Attended,EE Applicant,INDIVIDUAL,individual,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Others,2320.0
APID-075364,003IS000001o4J8,Attended,EE Applicant,KPMG,kpmg,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Engineering,2320.0
APID-075365,003IS000001o4J9,Failed,EE Applicant,RED CROSS,red cross,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Australia,Engineering,2320.0
APID-075366,003IS000001o4JA,Failed,EE Applicant,FXMEDIA SINGAPORE PTE LTD,fxmedia pte ltd,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Others,2320.0
APID-075367,003IS000001o4JB,Failed,EE Applicant,BANK JULIUS BAER,bank julius baer,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Logistics/Supply Chain,2320.0
APID-075368,003IS000001o4JC,Failed,EE Applicant,JURONG DIGITAL SOLUTIONS,jurong digital solutions,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Finance,2320.0
APID-075369,003IS000001o4JD,Failed,EE Applicant,OCBC BANK SINGAPORE,ocbc bank,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,Logistics/Supply Chain,2320.0
APID-075370,003IS000001o4JE,Failed,EE Applicant,DFI RETAIL GROUP,dfi retail,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,HR,2320.0
APID-075372,003IS000001o4JG,Failed,EE Applicant,SWISS FEDERAL RAILWAYS (SBB CCF FFS),swiss federal railways sbb ccf ffs,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,HR,2320.0
APID-075373,003IS000001o4JH,Failed,EE Applicant,VISA WORLDWIDE LTD,visa worldwide,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Singapore,HR,2320.0
APID-075374,003IS000001o4JI,Failed,EE Applicant,CONFIDENTIAL,confidential,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Saudi Arabia,Others,2320.0
APID-075375,003IS000001o4JJ,Failed,EE Applicant,TECHTRUM,techtrum,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,Saudi Arabia,Finance,2320.0
APID-075526,003IS000001o4Md,Attended,EE Applicant,DUBAI ISLAMIC BANK,dubai islamic bank,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAR-2023,Accounting & Finance,Non-AI,2023-03-28,2023-06-27,2023-03-01,Mar-2023,Unknown,,,Logistics/Supply Chain,2320.0
APID-062537,0036F00003fxtfH,Attended,EE Applicant,MONETARY AUTHORITY OF SINGAPORE,program,MANAGER,/EI%)jMXnmO3`^v ,MAY-2022,Accounting & Finance,Non-AI,2022-05-16,2022-07-18,2022-05-01,May-2022,Male,46.0,Singapore,Legal,2320.0
APID-062555,0036F00003kBRrW,Attended,EE Applicant,COGNIZANT TECHNOLOGY SOLUTIONS,consulting,MANAGER,/EI%)jMXnmO3`^v ,MAY-2022,Accounting & Finance,Non-AI,2022-05-16,2022-07-18,2022-05-01,May-2022,Unknown,,Singapore,Others,2320.0
APID-062517,0036F00003wzA76,Attended,EE Applicant,DOHA BANK,finance,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAY-2022,Accounting & Finance,Non-AI,2022-05-16,2022-07-18,2022-05-01,May-2022,Unknown,,India,Logistics/Supply Chain,2320.0
APID-062507,0036F00003x1545,Attended,EE Applicant,RAJAH & TANN SINGAPORE,lawyer in waiting,INDIVIDUAL CONTRIBUTOR,/EI%)jMXnmO3`^v ,MAY-2022,Accounting & Finance,Non-AI,2022-05-16,2022-07-18,2022-05-01,May-2022,Unknown,,Singapore,Others,2320.0
APID-062564,0036F00003yXi52,Attended,EE Applicant,MEDTRONIC,data ai,C-LEVEL,/EI%)jMXnmO3`^v ,MAY-2022,Accounting & Finance,Non-AI,2022-05-16,2022-07-18,2022-05-01,May-2022,Unknown,,Singapore,Analytics,2320.0
APID-062505,0036F000049SLFD,Attended,EE Applicant,ARAB BANK,relationship,MANAGER,/EI%)jMXnmO3`^v ,MAY-2022,Accounting & Finance,Non-AI,2022-05-16,2022-07-18,2022-05-01,May-2022,Unknown,,United Arab Emirates,Audit/Accounting,2320.0
APID-062506,0036F000049SLFE,Attended,EE Applicant,LEICA MICROSYSTEMS SG,sales thailand,MANAGER,/EI%)jMXnmO3`^v ,MAY-2022,Accounting & Finance,Non-AI,2022-05-16,2022-07-18,2022-05-01,May-2022,Unknown,,Thailand,Sales,2320.0
