Application ID,Contact ID,Application Status,Applicant Type,Organisation Name: Organisation Name,Job Title Clean,Seniority,Truncated Programme Name,Truncated Programme Run,Primary Category,Secondary Category,Programme Start Date,Programme End Date,Run_Month,Run_Month_Label,Gender,Age,Country Of Residence,Domain,Programme Cost
APID-001832,0036F00002IdDEA,Unknown,EE Applicant,SAMPATH BANK,city,SENIOR/LEAD,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Finance,13290.0
APID-003096,0036F00002IdDJv,Unknown,EE Applicant,PADMA TEXTILE MILLS LTD,f a,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Engineering,13290.0
APID-000317,0036F00002IdDJw,Unknown,EE Applicant,UNIVERSITY TEKNOLOGI MALAYSIA,registrar,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Engineering,13290.0
APID-002205,0036F00002IdDOK,Unknown,EE Applicant,PURINA KOREA INC,financial service,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Logistics/Supply Chain,13290.0
APID-000699,0036F00002IdDOg,Unknown,EE Applicant,THE FINANCE COMPANY LTD,legal,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Female,,,Others,13290.0
APID-001824,0036F00002IdDWQ,Unknown,EE Applicant,SAMPATH BANK,account,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Sales,13290.0
APID-001823,0036F00002IdDWR,Unknown,EE Applicant,SAMPATH BANK,ratmalana,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Engineering,13290.0
APID-002202,0036F00002IdDbM,Unknown,EE Applicant,PURINA KOREA INC,consumer accounting,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Advisory/Client Relations,13290.0
APID-002200,0036F00002IdDiQ,Unknown,EE Applicant,PURINA KOREA INC,financial service,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Logistics/Supply Chain,13290.0
APID-001955,0036F00002IdDj6,Unknown,EE Applicant,RESORTS WORLD BHD,casino marketing,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Marketing,13290.0
APID-001954,0036F00002IdDnq,Unknown,EE Applicant,RESORTS WORLD BHD,casino shift,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Others,13290.0
APID-003494,0036F00002IdDos,Unknown,EE Applicant,MONIER ROOFING LTD,marketing,DIRECTOR/VP,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Marketing,13290.0
APID-003819,0036F00002IdDpH,Unknown,EE Applicant,REPUBLIC OF SINGAPORE NAVY,naval medical,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,HR,13290.0
APID-002356,0036F00002IdE0l,Unknown,EE Applicant,PT INTIMAS PRIMAPRATAMA,technical,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Finance,13290.0
APID-003040,0036F00002IdE1X,Unknown,EE Applicant,PERANGSANG INTERNATIONAL SDN BHD,corporate,DIRECTOR/VP,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Engineering,13290.0
APID-006235,0036F00002IdE1i,Unknown,EE Applicant,DAVID PIERIS MOTOR COMPANY LIMITED,service,DIRECTOR/VP,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Engineering,13290.0
APID-001953,0036F00002IdE72,Unknown,EE Applicant,RESORTS WORLD BHD,casino marketing,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Marketing,13290.0
APID-001952,0036F00002IdE7I,Unknown,EE Applicant,RESORTS WORLD BHD,casino shift,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Others,13290.0
APID-005438,0036F00002IdECz,Unknown,EE Applicant,GHANA INVESTMENT PROMOTION CENTRE,investment promotion,SENIOR/LEAD,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Logistics/Supply Chain,13290.0
APID-007056,0036F00002IdEFE,Unknown,EE Applicant,BAYER TAIWAN CO LTD,technical,DIRECTOR/VP,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Finance,13290.0
APID-003479,0036F00002IdEFa,Unknown,EE Applicant,"MPI PAPER MILL SDN BHD, HONG LEONG GROUP",mill,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Logistics/Supply Chain,13290.0
APID-001045,0036F00002IdEM4,Unknown,EE Applicant,"STANDARD & POOR'S, FIS",sales marketing,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Sales,13290.0
APID-000283,0036F00002IdERF,Unknown,EE Applicant,VICO INDONESIA,contract administration dept,DIRECTOR/VP,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Female,,,Others,13290.0
APID-001950,0036F00002IdEXU,Unknown,EE Applicant,RESORTS WORLD BHD,casino shift,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Others,13290.0
APID-002688,0036F00002IdEXl,Unknown,EE Applicant,PT ALFALINDO SEPARATAMA,business unit,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Finance,13290.0
APID-018838,0036F00002IdEpQ,Unknown,EE Applicant,EE NA ACCOUNT,pj development holdings bhd,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Others,13290.0
APID-003015,0036F00002IdF2a,Unknown,EE Applicant,PETER BEAUMONT SDN BHD,account,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Female,,,Sales,13290.0
APID-002599,0036F00002IdKjp,Unknown,EE Applicant,PT FESTO,cybernetic,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1997,General Management,Non-AI,1997-11-16,1997-11-28,1997-11-01,Nov-1997,Male,,,Others,13290.0
APID-004549,0036F00002IdCig,Unknown,EE Applicant,KODAK (FAR EAST) LTD,marketing greater,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Marketing,13290.0
APID-006262,0036F00002IdCuN,Unknown,EE Applicant,CTC FOLIAGE LTD,operations,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Operations/Admin,13290.0
APID-006558,0036F00002IdCuP,Unknown,EE Applicant,COLOMBO DOCKYARD PLC,accountant finance costing,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Advisory/Client Relations,13290.0
APID-000239,0036F00002IdCvK,Unknown,EE Applicant,WORLD VISION LANKA,team leader,SENIOR/LEAD,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Engineering,13290.0
APID-003525,0036F00002IdCvn,Unknown,EE Applicant,"MINISTRY OF PUBLIC WORKS, INDONESIA",sub,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Others,13290.0
APID-004910,0036F00002IdDJi,Unknown,EE Applicant,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,higher education project,DIRECTOR/VP,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Finance,13290.0
APID-006570,0036F00002IdDOi,Unknown,EE Applicant,COATS TOOTAL LANKA PTE LTD,finance,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Logistics/Supply Chain,13290.0
APID-002201,0036F00002IdDbS,Unknown,EE Applicant,PURINA KOREA INC,financial service,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Logistics/Supply Chain,13290.0
APID-000236,0036F00002IdDvi,Unknown,EE Applicant,WORLD VISION LANKA,administration,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Others,13290.0
APID-005847,0036F00002IdE2i,Unknown,EE Applicant,DISHERGARH POWER SUPPLY CO LTD,controller accounts,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Sales,13290.0
APID-006644,0036F00002IdEKq,Unknown,EE Applicant,CEYLON TOBACCO COMPANY LTD,company training,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1998,General Management,Non-AI,,,,,Male,,,Engineering,13290.0
APID-018720,0036F00002IdCVT,Unknown,EE Applicant,JAMES FINLAY & CO (SRI LANKA) LTD,human resource devt,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Others,13290.0
APID-004280,0036F00002IdChE,Unknown,EE Applicant,"LANDS DEPARTMENT, THE GOVERNMENT OF THE HONG KONG SAR",estate surveyor,SENIOR/LEAD,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Others,13290.0
APID-004227,0036F00002IdChH,Unknown,EE Applicant,LINGNAN COLLEGE,student affairs,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Female,,,Others,13290.0
APID-001406,0036F00002IdCn6,Unknown,EE Applicant,SINGAPORE GENERAL HOSPITAL,consultant radiologist,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Engineering,13290.0
APID-000666,0036F00002IdCpl,Unknown,EE Applicant,THE MINERALS & METALS TRADING CORPORATION,joint divisional,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Others,13290.0
APID-001094,0036F00002IdCuS,Unknown,EE Applicant,SRI LANKA LAND RECLAMATION & DEVELOPMENT CORPORATION,finance,DIRECTOR/VP,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Logistics/Supply Chain,13290.0
APID-001842,0036F00002IdCv6,Unknown,EE Applicant,SAMPATH BANK,in charge credit support dept,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Logistics/Supply Chain,13290.0
APID-004199,0036F00002IdD20,Unknown,EE Applicant,MALAYAN BANKING BHD,dealer corporate desk,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,HR,13290.0
APID-019145,0036F00002IdD2F,Unknown,EE Applicant,EE NA ACCOUNT,state minister state owned enterprises,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Engineering,13290.0
APID-007329,0036F00002IdDDE,Unknown,EE Applicant,BANK UNIVERSAL,corporate performance management,DIRECTOR/VP,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Engineering,13290.0
APID-006121,0036F00002IdDEH,Unknown,EE Applicant,DHL KEELLS PTE LTD,natinal,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Engineering,13290.0
APID-001828,0036F00002IdDOu,Unknown,EE Applicant,SAMPATH BANK,ii commercial credit,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Female,,,Logistics/Supply Chain,13290.0
APID-000998,0036F00002IdDju,Unknown,EE Applicant,SUPREME COURT OF SINGAPORE,admin finance,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Logistics/Supply Chain,13290.0
APID-001483,0036F00002IdDoV,Unknown,EE Applicant,SHENZHEN KAIFA TECHNOLOGY CO LTD,engineering,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Finance,13290.0
APID-001145,0036F00002IdDp6,Unknown,EE Applicant,SITT TATT COMPANY SDN BHD,finance administration,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Logistics/Supply Chain,13290.0
APID-007424,0036F00002IdDu3,Unknown,EE Applicant,ASTRON LTD,accountant,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Advisory/Client Relations,13290.0
APID-018717,0036F00002IdE1p,Unknown,EE Applicant,JAMES FINLAY & CO (SRI LANKA) LTD,marketing,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Marketing,13290.0
APID-005026,0036F00002IdEFl,Unknown,,HOME FINANCE COMPANY LTD,admin,DIRECTOR/VP,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Operations/Admin,13290.0
APID-001811,0036F00002IdELX,Unknown,EE Applicant,SAMPATH BANK,ii kandy,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Female,,,Engineering,13290.0
APID-004661,0036F00002IdES1,Unknown,EE Applicant,JABATAN TELEKOM BRUNEI,financial planning,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Logistics/Supply Chain,13290.0
APID-001808,0036F00002IdEWE,Unknown,EE Applicant,SAMPATH BANK,ii finance planning,INDIVIDUAL CONTRIBUTOR,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Logistics/Supply Chain,13290.0
APID-002333,0036F00002IdEcd,Unknown,EE Applicant,PT MAYBANK NUSA INTERNATIONAL,credit marketing,C-LEVEL,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Logistics/Supply Chain,13290.0
APID-007322,0036F00002IdEi1,Unknown,EE Applicant,BANK UNIVERSAL,card centre,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Others,13290.0
APID-004235,0036F00002IdEo3,Unknown,EE Applicant,LEVI STRAUSS (MALAYSIA) SDN BHD,merchandising marketing,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Others,13290.0
APID-007042,0036F00002IdEow,Unknown,EE Applicant,BENEFICIAL FINANCE CORPORATION LTD,business development,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Sales,13290.0
APID-005024,0036F00002IdEq5,Unknown,EE Applicant,HOME FINANCE COMPANY LTD,administration hr,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Unknown,,,Others,13290.0
APID-004178,0036F00002IdF3h,Unknown,EE Applicant,MALAYAN BANKING BHD,credit,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Logistics/Supply Chain,13290.0
APID-001482,0036F00002IdF7u,Unknown,EE Applicant,SHENZHEN KAIFA TECHNOLOGY CO LTD,manufacturing,MANAGER,3ee6n}d%<)T&S^!|L2H13@xMlJMS,GMP-1999,General Management,Non-AI,,,,,Male,,,Others,13290.0
